ZZZ3,26009,TCGA-B0-5113
ZYG11B,79699,TCGA-CJ-6030
ZYG11B,79699,TCGA-B0-5706
ZYG11B,79699,TCGA-B0-4710
ZSWIM5,57643,TCGA-CJ-4871
ZSWIM5,57643,TCGA-B0-5106
ZSCAN20,7579,TCGA-BP-5010
ZSCAN20,7579,TCGA-B8-5553
ZSCAN20,7579,TCGA-A3-3387
ZP4,57829,TCGA-CJ-4644
ZP4,57829,TCGA-A3-3367
ZNHIT6,54680,TCGA-B4-5844
ZNHIT6,54680,TCGA-B0-4828
ZNHIT6,54680,TCGA-B0-4828
ZNF692,55657,TCGA-B0-5712
ZNF692,55657,TCGA-B0-5121
ZNF687,5298,TCGA-CJ-4870
ZNF687,5298,TCGA-BP-5199
ZNF687,57592,TCGA-BP-5185
ZNF687,5298,TCGA-BP-5174
ZNF687,57592,TCGA-BP-4161
ZNF687,57592,TCGA-BP-4158
ZNF687,57592,TCGA-B0-5098
ZNF687,5298,TCGA-B0-4814
ZNF684,127396,TCGA-B8-4143
ZNF684,127396,TCGA-A3-3387
ZNF678,339500,TCGA-CJ-5671
ZNF672,79894,TCGA-BP-4993
ZNF670,93474,TCGA-B0-5109
ZNF670,93474,TCGA-A3-3331
ZNF669,79862,TCGA-B8-4146
ZNF644,84146,TCGA-BP-4761
ZNF643,65243,TCGA-CJ-4643
ZNF642,339559,TCGA-BP-4352
ZNF642,339559,TCGA-B0-4691
ZNF496,84838,TCGA-B0-4811
ZNF496,84838,TCGA-A3-3357
ZNF326,284695,TCGA-BP-4964
ZNF238,10472,TCGA-B2-4099
ZNF124,7678,TCGA-B0-5096
ZMYND12,84217,TCGA-B0-5098
ZMYM6,9204,TCGA-CJ-5684
ZMYM6,9204,TCGA-CJ-4908
ZMYM6,9204,TCGA-CJ-4895
ZMYM6,9204,TCGA-AK-3440
ZMYM4,9202,TCGA-CZ-4856
ZMYM4,9202,TCGA-CJ-4643
ZMYM4,9202,TCGA-BP-5169
ZMYM4,9202,TCGA-BP-4331
ZMYM1,79830,TCGA-EU-5905
ZMYM1,79830,TCGA-CJ-5672
ZMYM1,79830,TCGA-CJ-4912
ZMYM1,79830,TCGA-CJ-4873
ZMYM1,79830,TCGA-B0-4706
ZMYM1,79830,TCGA-AK-3451
ZMYM1,79830,TCGA-AK-3428
ZMYM1,79830,TCGA-A3-3387
ZMPSTE24,10269,TCGA-CZ-5460
ZMPSTE24,10269,TCGA-B0-4844
ZFYVE9,9372,TCGA-CJ-4895
ZFYVE9,9372,TCGA-CJ-4875
ZFYVE9,9372,TCGA-B8-5164
ZCCHC17,51538,TCGA-B8-5550
ZCCHC17,51538,TCGA-B0-5120
ZCCHC17,51538,TCGA-AK-3453
ZCCHC17,51538,TCGA-AK-3430
ZCCHC11,23318,TCGA-B4-5844
ZC3H12A,80149,TCGA-AK-3461
ZBTB8OS,5928,TCGA-B4-5836
ZBTB48,3104,TCGA-CZ-4859
ZBTB48,3104,TCGA-BP-4341
ZBTB41,360023,TCGA-CW-5581
ZBTB41,360023,TCGA-CJ-4900
ZBTB41,360023,TCGA-BP-4977
ZBTB41,360023,TCGA-BP-4961
ZBTB40,9923,TCGA-CJ-5682
ZBTB40,9923,TCGA-CJ-4904
ZBTB40,9923,TCGA-BP-5191
ZBTB40,9923,TCGA-BP-4976
ZBTB37,84614,TCGA-CZ-5459
ZBTB37,84614,TCGA-B0-4693
YY1AP1,55249,TCGA-BP-5191
YY1AP1,55249,TCGA-B2-4098
YY1AP1,55249,TCGA-B0-4710
YTHDF2,51441,TCGA-CJ-6033
YOD1,55432,TCGA-BP-4162
YOD1,55432,TCGA-B4-5836
YARS,8565,TCGA-B4-5834
XPR1,9213,TCGA-CZ-4866
XPR1,9213,TCGA-CZ-4866
XPR1,9213,TCGA-B0-4694
XCL1,6375,TCGA-B0-5399
WNT3A,89780,TCGA-CJ-4899
WLS,79971,TCGA-B0-5098
WDTC1,23038,TCGA-A3-3322
WDR8,49856,TCGA-CZ-5457
WDR78,79819,TCGA-CJ-5679
WDR78,79819,TCGA-B8-5550
WDR78,79819,TCGA-B0-5691
WDR78,79819,TCGA-B0-4816
WDR77,79084,TCGA-CJ-4636
WDR77,79084,TCGA-AK-3430
WDR65,149465,TCGA-CZ-5468
WDR65,149465,TCGA-CZ-5462
WDR64,128025,TCGA-BP-5198
WDR64,128025,TCGA-B0-5097
WDR63,126820,TCGA-CJ-4901
WDR63,126820,TCGA-BP-4993
WDR47,22911,TCGA-CJ-4869
WDR47,22911,TCGA-B0-4849
WDR3,10885,TCGA-CJ-5683
WDR26,80232,TCGA-BP-4991
WDR26,80232,TCGA-BP-4790
WDR26,80232,TCGA-AK-3453
WASF2,10163,TCGA-BP-5195
WASF2,10163,TCGA-B4-5835
WARS2,10352,TCGA-CW-5585
VSIG8,391123,TCGA-CJ-5672
VSIG8,391123,TCGA-B8-4151
VSIG8,391123,TCGA-B4-5843
VPS13D,55187,TCGA-CZ-5986
VPS13D,55187,TCGA-CJ-5686
VPS13D,55187,TCGA-BP-5190
VPS13D,55187,TCGA-BP-4968
VPS13D,55187,TCGA-BP-4343
VPS13D,55187,TCGA-B4-5836
VPS13D,55187,TCGA-B0-5096
VPS13D,55187,TCGA-B0-5083
VPS13D,55187,TCGA-B0-4841
VPS13D,55187,TCGA-B0-4823
VCAM1,7412,TCGA-CJ-4900
VCAM1,7412,TCGA-B0-5102
VANGL2,57216,TCGA-CJ-4900
VANGL2,57216,TCGA-B0-5099
VANGL1,81839,TCGA-CZ-5463
UTS2,10911,TCGA-CZ-4857
UTP11L,51118,TCGA-A3-3313
USP48,84196,TCGA-CZ-5987
USP48,84196,TCGA-BP-5182
USP48,84196,TCGA-A3-3347
USP33,23032,TCGA-CW-5580
USP33,23032,TCGA-BP-4999
USP24,23358,TCGA-CZ-5465
USP24,23358,TCGA-CZ-5451
USP24,23358,TCGA-CW-5591
USP24,23358,TCGA-CW-5591
USP24,23358,TCGA-A3-3313
USP21,27005,TCGA-B0-4828
USP1,7398,TCGA-B8-5162
USH2A,7399,TCGA-CZ-5465
USH2A,7399,TCGA-CZ-5457
USH2A,7399,TCGA-CZ-4861
USH2A,7399,TCGA-CW-6090
USH2A,7399,TCGA-CJ-4639
USH2A,7399,TCGA-BP-4766
USH2A,7399,TCGA-BP-4161
USH2A,7399,TCGA-B8-4151
USH2A,7399,TCGA-B4-5832
USH2A,7399,TCGA-B0-5108
USH2A,7399,TCGA-B0-5094
USH2A,7399,TCGA-B0-5081
USH2A,7399,TCGA-B0-4839
USH2A,7399,TCGA-B0-4823
USH2A,7399,TCGA-B0-4811
USH2A,7399,TCGA-B0-4710
USH2A,7399,TCGA-AK-3430
USH2A,7399,TCGA-A3-3323
USF1,7391,TCGA-CZ-5470
UROD,7389,TCGA-CJ-4869
UROD,7389,TCGA-B4-5836
URB2,9816,TCGA-CJ-4903
URB2,9816,TCGA-CJ-4873
URB2,9816,TCGA-BP-4973
URB2,9816,TCGA-AK-3451
UCK2,7371,TCGA-CZ-4865
UBXN11,91544,TCGA-CZ-5457
UBXN11,91544,TCGA-CZ-5457
UBXN11,91544,TCGA-CW-5585
UBXN11,91544,TCGA-BP-4963
UBXN10,127733,TCGA-CJ-4905
UBR4,23352,TCGA-CZ-5468
UBR4,23352,TCGA-CJ-5677
UBR4,23352,TCGA-CJ-4644
UBR4,23352,TCGA-CJ-4639
UBR4,23352,TCGA-BP-5175
UBR4,23352,TCGA-BP-4976
UBR4,23352,TCGA-BP-4964
UBR4,23352,TCGA-B8-5162
UBR4,23352,TCGA-B0-5705
UBR4,23352,TCGA-B0-5094
UBR4,23352,TCGA-AK-3430
UBR4,23352,TCGA-A3-3326
UBQLN4,56893,TCGA-B0-5098
UBL4B,164153,TCGA-BP-4982
UBIAD1,29914,TCGA-BP-5191
UBIAD1,29914,TCGA-B2-5633
UBIAD1,29914,TCGA-B0-5698
UBE4B,10277,TCGA-BP-5182
UBE4B,10277,TCGA-B0-5812
UBE4B,10277,TCGA-B0-5075
UBE4B,10277,TCGA-A3-3387
UBE2Q1,55585,TCGA-BP-4995
UBE2Q1,55585,TCGA-B0-5709
UBE2J2,118424,TCGA-A3-3387
UBAP2L,9898,TCGA-BP-5185
UBAP2L,9898,TCGA-BP-4804
UBAP2L,9898,TCGA-B0-5098
TXNIP,10628,TCGA-CZ-4866
TXNIP,10628,TCGA-CJ-5684
TXNIP,10628,TCGA-CJ-4869
TXNIP,10628,TCGA-BP-5201
TXNIP,10628,TCGA-B0-4810
TXNDC12,51060,TCGA-B0-5107
TXLNA,200081,TCGA-BP-4967
TXLNA,200081,TCGA-B0-5697
TXLNA,200081,TCGA-B0-5697
TXLNA,200081,TCGA-B0-5697
TUFT1,7286,TCGA-BP-4781
TUFT1,7286,TCGA-B0-5098
TTF2,8458,TCGA-BP-4761
TTC39A,22996,TCGA-B4-5844
TTC24,164118,TCGA-CW-5580
TTC24,164118,TCGA-BP-5000
TTC24,164118,TCGA-B0-4710
TTC13,79573,TCGA-BP-4968
TSPAN1,10103,TCGA-BP-5170
TSNAX,7257,TCGA-A3-3313
TSEN15,116461,TCGA-B0-5116
TRIT1,54802,TCGA-CJ-4868
TRIT1,54802,TCGA-B0-5098
TRIM63,84676,TCGA-B8-4621
TRIM62,55223,TCGA-CJ-5677
TRIM62,55223,TCGA-B8-4151
TRIM58,25893,TCGA-BP-4345
TRIM46,80128,TCGA-B0-5104
TRIM45,80263,TCGA-CZ-5452
TRIM45,80263,TCGA-B0-4819
TRIM33,51592,TCGA-CW-5580
TRIM11,81559,TCGA-CZ-5465
TRAF5,7188,TCGA-CJ-6030
TRAF5,7188,TCGA-CJ-4918
TRAF5,7188,TCGA-BP-5182
TRAF5,7188,TCGA-BP-4158
TPRG1L,127262,TCGA-CJ-4639
TPRG1L,127262,TCGA-B0-4706
TPR,7175,TCGA-CZ-5463
TPR,7175,TCGA-CJ-5679
TPR,7175,TCGA-CJ-5676
TPR,7175,TCGA-CJ-4918
TPR,7175,TCGA-BP-5183
TPR,7175,TCGA-BP-4999
TP73,7161,TCGA-B8-4620
TP73,7161,TCGA-B0-5695
TP73,7161,TCGA-B0-4814
TP53BP2,7159,TCGA-CW-6093
TP53BP2,7159,TCGA-CW-5583
TP53BP2,7159,TCGA-BP-4164
TP53BP2,7159,TCGA-B8-4148
TP53BP2,7159,TCGA-AK-3460
TOR3A,64222,TCGA-B0-5693
TOR3A,64222,TCGA-B0-5097
TOR1AIP2,163590,TCGA-BP-4985
TOR1AIP1,26092,TCGA-BP-4326
TOE1,114034,TCGA-CZ-5468
TNR,7143,TCGA-CZ-5468
TNR,7143,TCGA-CZ-4863
TNR,7143,TCGA-CJ-4891
TNR,7143,TCGA-CJ-4887
TNR,7143,TCGA-CJ-4868
TNR,7143,TCGA-BP-4960
TNR,7143,TCGA-BP-4782
TNR,7143,TCGA-BP-4770
TNR,7143,TCGA-BP-4761
TNR,7143,TCGA-BP-4352
TNR,7143,TCGA-A3-3357
TNNT2,7139,TCGA-A3-3313
TNNI3K,100144878,TCGA-CZ-4863
TNNI3K,51086,TCGA-CJ-5679
TNNI3K,100526835,TCGA-B0-4710
TNNI1,7135,TCGA-CW-5581
TNN,63923,TCGA-BP-4971
TNN,63923,TCGA-B0-4846
TNFRSF9,3604,TCGA-CJ-4918
TNFRSF4,7293,TCGA-B2-4098
TMOD4,79005,TCGA-BP-5189
TMOD4,29765,TCGA-B0-5098
TMEM81,388730,TCGA-BP-5192
TMEM69,51249,TCGA-B2-4099
TMEM63A,9725,TCGA-CJ-4874
TMEM59,9528,TCGA-CZ-5456
TMEM59,9528,TCGA-B0-4815
TMEM54,113452,TCGA-B0-4823
TMEM51,55092,TCGA-AK-3454
TMEM48,55706,TCGA-A3-3357
TMEM39B,55116,TCGA-CZ-4862
TMEM39B,55116,TCGA-BP-5174
TMEM222,84065,TCGA-CJ-4640
TMEM206,55248,TCGA-BP-4352
TMEM206,55248,TCGA-A3-3373
TMEM167B,56900,TCGA-CZ-5467
TMCO4,255104,TCGA-B8-5550
TMCO2,127391,TCGA-CJ-4641
TMCO1,54499,TCGA-BP-4985
TMCC2,9911,TCGA-EU-5904
TMCC2,9911,TCGA-B0-5098
TLR5,7100,TCGA-BP-4338
TLR5,7100,TCGA-B0-5694
TLR5,7100,TCGA-AK-3461
TIPRL,261726,TCGA-CJ-6030
TINAGL1,64129,TCGA-CZ-5469
TINAGL1,64129,TCGA-BP-5178
TINAGL1,64129,TCGA-B0-5098
TIMM17A,10440,TCGA-A3-3385
TIE1,7075,TCGA-BP-4965
TIE1,7075,TCGA-B0-5095
TIE1,7075,TCGA-B0-4841
THRAP3,9967,TCGA-CZ-5469
THRAP3,9967,TCGA-AK-3454
THEM5,284486,TCGA-CJ-5682
THEM5,284486,TCGA-B8-5159
THEM5,284486,TCGA-A3-3347
THBS3,7059,TCGA-CW-5585
THBS3,7059,TCGA-CW-5581
THBS3,7059,TCGA-B0-5075
THBS3,7059,TCGA-B0-4694
THAP3,55735,TCGA-CZ-4853
TGFBR3,7049,TCGA-B4-5843
TGFBR3,7049,TCGA-B0-4816
TGFB2,7042,TCGA-CJ-4634
TFB2M,64216,TCGA-B0-5701
TFB2M,64216,TCGA-B0-4693
TEKT2,27285,TCGA-BP-4999
TEKT2,27285,TCGA-B0-5081
TDRKH,11022,TCGA-B0-4827
TDRKH,11022,TCGA-AK-3428
TDRD5,163589,TCGA-BP-4159
TDRD5,163589,TCGA-B0-4843
TDRD5,163589,TCGA-AK-3430
TDRD10,126668,TCGA-B0-4691
TCHHL1,126637,TCGA-BP-4341
TCHHL1,126637,TCGA-B8-4154
TCHH,7062,TCGA-CJ-5684
TCHH,7062,TCGA-B0-5703
TCEA3,6920,TCGA-CJ-5679
TCEA3,6920,TCGA-AK-3434
TBX19,9095,TCGA-BP-4960
TBX19,9095,TCGA-A3-3385
TBCE,6905,TCGA-B4-5843
TATDN3,128387,TCGA-A3-3376
TAS1R3,83756,TCGA-CJ-4907
TAS1R3,83756,TCGA-BP-4964
TAS1R3,83756,TCGA-AK-3456
TAS1R2,80834,TCGA-BP-4977
TAS1R2,80834,TCGA-BP-4347
TAS1R2,80834,TCGA-BP-4337
TAS1R2,80834,TCGA-B0-5701
TARS2,80222,TCGA-CJ-4635
TARBP1,6894,TCGA-CZ-4859
TARBP1,6894,TCGA-CW-5591
TARBP1,6894,TCGA-BP-5173
TARBP1,6894,TCGA-BP-4176
